"exp_coef","exp_coef_2","lower_95","upper_95","drug","p_value","se","adjusted_pval"
2.15835727634437,0.463315323630622,0.999902881511546,4.65895860336603,"Acetazolamide",0.0500289252382688,0.392580956291529,0.17611192369229
2.71004912539044,0.368997001062086,0.994325561107429,7.38627925229007,"Emtricitabine",0.0513145144226884,0.511569278707186,0.17772350201406
2.01809682370875,0.495516363859219,0.997581968742478,4.08258661190248,"Nateglinide",0.0507924133833174,0.359484085314013,0.17772350201406
3.2315158515605,0.30945229605391,0.991629725947103,10.5308407217351,"Riociguat",0.0516525058877979,0.602744153394227,0.17772350201406
0.854150423185944,1.17075397126193,0.728695191833313,1.00120455521767,"Sucralfate",0.0517616512322154,0.0810483216622444,0.17772350201406
1.43670846031708,0.696035436291159,0.997675591164256,2.06894026297457,"Levodopa",0.0514799670758079,0.186065572161717,0.17772350201406
1.3728605017584,0.728406126273697,0.994625678653363,1.89492991960565,"Glyburide",0.0539556885113967,0.164434315160949,0.184348602413939
1.38976232083263,0.719547497446099,0.993895566308273,1.9433020670172,"Niacin",0.054333649606945,0.171052062630152,0.184734408663613
3.18628074414286,0.313845539768659,0.969818148032988,10.4683388335091,"Dapsone",0.056201898238686,0.606899430991953,0.189240208079054
2.25313624108441,0.443825802348602,0.978893166111031,5.18608475024552,"Raloxifene Hydrochloride",0.0561577263535995,0.425342457868585,0.189240208079054
1.61703246888408,0.618416772230988,0.986731798230996,2.64995413152098,"Methimazole",0.0565252324618827,0.252019769131209,0.189413879932367
1.29678544142096,0.771137589965727,0.991736891796381,1.69566393565867,"Alendronate Sodium",0.0575218346173849,0.13683205603325,0.190520653301054
1.42464871974263,0.701927419820834,0.988918320257977,2.05236765573809,"Carbidopa",0.0574151321059929,0.186263019490208,0.190520653301054
3.11039422048095,0.321502655006018,0.96372440125895,10.0387125138298,"Immune Globulin",0.0576755492776506,0.597816797886892,0.190520653301054
1.3337468276025,0.749767481582366,0.990104215591503,1.79665995975688,"Clindamycin Hydrochloride",0.058153256832291,0.152011578042167,0.191192547226919
1.30851807776223,0.764223297327426,0.990341756185264,1.7289178701562,"Brimonidine Tartrate",0.0585326098090793,0.142145696494603,0.191536286558349
1.19551558236752,0.836459193630642,0.993140676704269,1.43912895847396,"Doxycycline",0.0591301696452792,0.0946244421156079,0.192587515153082
1.96188479591191,0.509713925141657,0.971736010044441,3.96094403484574,"Bromfenac Sodium",0.0601106965286674,0.358464111226416,0.193968312409635
3.23132938609541,0.309470153152153,0.951352680530987,10.9754140763191,"Venetoclax",0.0601044183908856,0.623870678104599,0.193968312409635
1.28008945908375,0.781195402324282,0.988176745084722,1.65823475548074,"Ramipril",0.0614979973338079,0.132055319836194,0.197530433832553
1.41374697282325,0.707340152957502,0.980442993367275,2.03854840790135,"Terazosin Hydrochloride",0.0637112492992203,0.186735259167835,0.203420720025568
1.30879318899078,0.764062655896847,0.984550962471166,1.73981812708738,"Tizanidine Hydrochloride",0.0639155490467711,0.145245067003432,0.203420720025568
1.87583487378784,0.533095963815152,0.963273085913308,3.65291683654006,"Homatropine Methylbromide",0.0643245024201683,0.340043062358307,0.20379171903117
1.21622979324329,0.822213043583914,0.988162506888205,1.49693486613935,"Metronidazole",0.0646640896150881,0.105952893083156,0.203940590324509
1.38847192646299,0.720216218233096,0.978297076499783,1.97062256127092,"Azelastine Hydrochloride",0.0661888237185123,0.178649050485082,0.207809054647762
1.8747706794883,0.53339857025764,0.95566811118168,3.67780933521263,"Promethazine HCl",0.0675389389986855,0.343797612214714,0.211097042520555
8.62394462640762,0.115956217638257,0.850305562804942,87.4655231867578,"Levomefolate Calcium",0.0683375271309792,1.18201258798282,0.212639537545949
2.4020112156494,0.41631778964431,0.935150393702961,6.1697646912804,"Desmopressin Acetate",0.0686583114311509,0.481312061921643,0.212688191411165
1.37028220327475,0.729776682212001,0.974543625919901,1.92672063791821,"Bisoprolol Fumarate",0.0700374867882366,0.173882123678342,0.214564363493813
1.81055254160106,0.552317580972109,0.953071967633221,3.43950993967288,"Penicillin V Potassium",0.0698075630781172,0.327402409741492,0.214564363493813
1.45265107789697,0.688396556623713,0.969688435228643,2.17615790541801,"Risperidone",0.0701874818889374,0.206213318061204,0.214564363493813
1.7038197908795,0.586916530347264,0.9551482375872,3.03932077299954,"Epoetin Alfa",0.0711431366207388,0.295291851685226,0.216536097050895
3.10622844867156,0.321933823131287,0.904507370133735,10.6673040971572,"Tenofovir Disoproxil Fum",0.071777748343715,0.629488147946159,0.217517785198128
1.29446170797563,0.772521885999911,0.976184657920665,1.71651039567082,"Umeclidinium",0.0730438004473312,0.143981447221322,0.220396229055367
0.356519284671244,2.80489735898053,0.115246127620961,1.10290907786977,"Epinephrine",0.0734592640651743,0.57619336898768,0.220694426954425
5.48407380622679,0.182346196519924,0.845314360418822,35.5785574224028,"Abatacept",0.0744524606784241,0.954045549545485,0.221380771111813
2.19381338488896,0.455827285441881,0.926522737324541,5.19449439699194,"Fluorometholone",0.0740294672531776,0.439782567676319,0.221380771111813
8.33636129752544,0.119956413153163,0.809847335244033,85.812370626544,"Methyldopa",0.0746405756259341,1.18958122107497,0.221380771111813
3.06998670377792,0.325734309783622,0.888391025206146,10.6088626448993,"Tenofovir Disoproxil Fumarate",0.0762434280732737,0.632673115203159,0.225176565114711
2.30322259926171,0.434174274045655,0.908113601540888,5.84159771723344,"Aliskiren",0.0789205765145579,0.474853148374523,0.226368896422415
1.34702464292762,0.742376915857015,0.966177835752228,1.87799318252999,"Amylase",0.0789132643991682,0.169546767843069,0.226368896422415
1.28865635662104,0.776002069800891,0.97227555651341,1.7079882285788,"Flecainide Acetate",0.0776723397310525,0.14373535131191,0.226368896422415
1.55037770505964,0.645004115278821,0.950750850636583,2.52818183306025,"Liraglutide",0.0788254025948963,0.24949530872008,0.226368896422415
1.53246471212135,0.652543573819539,0.952639927608722,2.46520015153276,"Nortriptyline Hydrochloride",0.0784192450405217,0.24255325256467,0.226368896422415
1.34702464292762,0.742376915857015,0.966177835752228,1.87799318252999,"Lipase",0.0789132643991682,0.169546767843069,0.226368896422415
1.34702464292762,0.742376915857015,0.966177835752228,1.87799318252999,"Protease",0.0789132643991682,0.169546767843069,0.226368896422415
1.58839273168759,0.629567222293663,0.946262552469368,2.66627001511786,"Gemfibrozil",0.0799540525062718,0.264269066834289,0.228393338511768
4.25029915101058,0.235277556819085,0.836297071110342,21.6012270007075,"Salsalate",0.0810818628924587,0.829485012253589,0.229731944861966
2.67187507695783,0.374268995067909,0.88622006206735,8.05546695728707,"Water, Sterile",0.0809085723847531,0.563056511658932,0.229731944861966
6.27764891272082,0.159295305281191,0.788673674339642,49.9685448539689,"Olaparib",0.0826243832945455,1.05838586192071,0.232300403198641
4.10676461881623,0.243500685531923,0.833001703543081,20.2466760423481,"Oxaprozin",0.0826549497751262,0.813971647167448,0.232300403198641
6.51972892424248,0.153380610086667,0.770104596693288,55.1962232508702,"Lamivudine",0.0853832169475459,1.08984744076177,0.239004426555982
2.96118118296821,0.337703077998634,0.855314538944263,10.2518940098789,"Rivastigmine Tartrate",0.0866557746711305,0.633620945448145,0.241596299783112
3.52786907706067,0.283457231024337,0.830396294370143,14.9878561709155,"Chlorzoxazone",0.0876089106970885,0.738047366295313,0.242315122047106
3.82869407534269,0.261185662871352,0.821145455287199,17.8517681954864,"Fentanyl Citrate",0.0874319303316539,0.785513816315762,0.242315122047106
3.32233127714165,0.300993464101612,0.835239193742951,13.2152384583507,"Valproic Acid",0.0883074819889794,0.704453691439513,0.242324074591806
2.4690764018573,0.405009743419757,0.873895472137236,6.97604973658819,"Sodium Bicarbonate",0.0880825994108166,0.529927422190898,0.242324074591806
1.42405634509255,0.702219405465314,0.944786373108254,2.14644974961551,"Linaclotide",0.0912852446979741,0.209343549612725,0.248417544519761
1.86251247529484,0.536909155382541,0.904388057939364,3.8356905425453,"Tapentadol Hydrochloride",0.0915433486230893,0.368589993570964,0.248417544519761
6.33339525401636,0.157893193128258,0.741838048044416,54.0709600287249,"Dolutegravir",0.0915972868602274,1.09413275348151,0.248417544519761
1.36207384361183,0.734174585827363,0.949104099425577,1.95473305465054,"Tolterodine Tartrate",0.0936306660708304,0.184312170390783,0.252947962214608
2.5531054648357,0.391679863512553,0.851959405544269,7.65100716319893,"Captopril",0.0941601891178313,0.559972966638622,0.25339633905455
1.29439111463928,0.772564017699301,0.956240245739829,1.75212073024688,"Buspirone Hydrochloride",0.0948563594916537,0.154485745478461,0.25428800986801
1.37694482463857,0.726245512606135,0.943173268295719,2.01021075748351,"Cholestyramine",0.0975381828997023,0.193050701103395,0.2599457016985
1.25469920274066,0.797003774144181,0.959214873298921,1.64120692159811,"Insulin Detemir",0.0977127314849453,0.137010698324518,0.2599457016985
3.63825118206377,0.274857328413691,0.776875608246656,17.0385986164026,"Cefaclor",0.101116257642212,0.787758432127441,0.267977306374987
2.10943218596611,0.474061222092336,0.860851063236578,5.16895934409375,"Darbepoetin Alfa",0.102616092759754,0.457280124953464,0.270922032778593
2.14771671399178,0.465610754661115,0.840795391466967,5.48609938918874,"Ca Ascorbate",0.110141996307254,0.478484417210318,0.289694231796815
1.86070867715433,0.537429642951604,0.865017657811971,4.00250416852183,"Fesoterodine Fumarate",0.112078277583237,0.39080451938263,0.291257761068442
2.29473920313175,0.435779368145734,0.825374858139247,6.37992296283558,"Mexiletine Hydrochloride",0.111361612699799,0.521712046998347,0.291257761068442
1.33183127817272,0.750845858922916,0.935069055899707,1.89694498211417,"Naproxen",0.11230047784733,0.180457291404317,0.291257761068442
0.110703650063423,9.03312582220273,0.00731196981954931,1.67605972669622,"Rosiglitazone Maleate",0.112407945089542,1.38642552952728,0.291257761068442
3.45993358060151,0.289022889227298,0.734513123263513,16.2980619447411,"Certolizumab Pegol",0.116471697535214,0.790727187512212,0.298860535077019
6.22815497559174,0.160561194112706,0.634036112442156,61.1793455274631,"Lisdexamfetamine Dimesylate",0.116628501493471,1.16569973828508,0.298860535077019
1.27360687307505,0.785171642161099,0.942078592876405,1.72180376394225,"Prednisolone Acetate",0.115924117709569,0.153839310825248,0.298860535077019
1.55183803542147,0.644397145304154,0.893082597004426,2.69650455205189,"Telmisartan",0.119033298724777,0.281901234201376,0.303905528246043
1.36250665077329,0.733941371539324,0.919409170815651,2.01914928883571,"Mycophenolate Mofetil",0.123245343541021,0.2006925396712,0.313510965139022
1.49437239703642,0.669177242555577,0.894204085110897,2.49735926977725,"Colesevelam Hydrochloride",0.125231643206088,0.262008673719548,0.316514732489557
2.34145758307092,0.427084397014127,0.78889500817881,6.94949715295662,"Phenobarb",0.125334384744789,0.555059010905713,0.316514732489557
2.13652819521193,0.468049053712958,0.807536703648736,5.65268762188814,"Icosapent Ethyl",0.126180183912809,0.496411644340976,0.317500318365443
1.89094276653302,0.528836735674165,0.831509605542045,4.30020834692903,"Amantadine Hydrochloride",0.128562561253901,0.419185228813376,0.322331313647369
1.98976119834004,0.502572871977928,0.812324247097097,4.87385380969229,"Pegfilgrastim",0.13226696296287,0.457085098098791,0.330430369839141
1.56435468249806,0.639241222715002,0.872451401220159,2.80497637946492,"Brinzolamide",0.133105374445648,0.297924720644625,0.331337307102201
0.355503535882244,2.81291154395504,0.0917909228836647,1.37685470473976,"HCTZ",0.134381054094911,0.690840134115951,0.333322401082396
1.94807667438848,0.513326817751621,0.812664090340039,4.66982948355522,"Rifampin",0.134932705542372,0.446069417468014,0.333503885684514
1.13939467141094,0.877659010605758,0.959866608612133,1.35250065539496,"Torsemide",0.135769163244213,0.0874802222287277,0.334385536329387
2.23265183173772,0.447897870050646,0.774734589690334,6.43411855891738,"L-Methylfolate",0.136928529247632,0.540022583445723,0.336053467907041
1.38970025155727,0.719579635161915,0.898387412709431,2.149703749025,"Quinapril Hydrochloride",0.139263552512617,0.222576520491935,0.340584898601032
2.40494549415471,0.415809839528808,0.743741173131452,7.77658013136889,"Norethindrone Acetate",0.1427784020252,0.598781120090046,0.347959951788688
1.3197861282965,0.757698522934727,0.909212797150954,1.91576210750878,"Umeclidinium Bromide",0.144461452947457,0.190128907632143,0.350834957158109
1.62844475313394,0.614082853026178,0.844778002263302,3.13908779218299,"Minocycline Hydrochloride",0.145331334082301,0.33485657424835,0.35172201338668
1.87623563871586,0.532982094234403,0.791978825239598,4.44489178220454,"Cyproheptadine Hydrochloride",0.15272247868188,0.440053021292449,0.367060578073347
1.13068043711567,0.884423190827434,0.955663016009591,1.33775005358506,"Folic Acid",0.152308551170757,0.085802357263564,0.367060578073347
1.7323605474263,0.57724704103061,0.810488731747777,3.70279431252239,"Besifloxacin Hydrochloride",0.156246903949703,0.387559569191794,0.370422081812732
0.325720502557725,3.07011683989029,0.0692000118032568,1.53314779899306,"Epinastine Hydrochloride",0.15581689759922,0.790340352444622,0.370422081812732
0.602222049099058,1.66051708252135,0.299222413201015,1.21204622521852,"Iron",0.155295253103585,0.356863228821933,0.370422081812732
1.31016828282793,0.763260730019773,0.902545161933776,1.90188923693354,"Olanzapine",0.155395015217842,0.190152544220075,0.370422081812732
1.14327768936637,0.874678137517247,0.949637220467437,1.37640337471138,"Bumetanide",0.157305889505063,0.0946826294301182,0.371668491474674
1.83349429952636,0.545406658890801,0.78720475876467,4.27042813063153,"Indapamide",0.159929051167288,0.431380624445441,0.376134200365388
1.63134337257369,0.612991732342866,0.823157619904633,3.23301532402558,"Silodosin",0.160814909194958,0.348991825188022,0.376134200365388
1.49707106595649,0.667970961926977,0.851767352842004,2.63126048333039,"Sumatriptan Succinate",0.160806780293448,0.287736116833282,0.376134200365388
0.191327927757445,5.22662849967071,0.0187400825768389,1.95337324634846,"Eletriptan Hydrobromide",0.162978798105157,1.18539125728376,0.378654074264314
1.3415467100996,0.745408260831828,0.888041877085556,2.02664719065457,"Testosterone",0.162751195546598,0.210493453481701,0.378654074264314
3.65058462451714,0.273928727273996,0.588010718851378,22.6641584473044,"Zoledronic Acid",0.164539671331623,0.931597438617238,0.381010468166582
1.42045113043998,0.704001692539929,0.863994158160117,2.33529520415379,"Aripiprazole",0.166467660642367,0.253659656076442,0.384198541283874
2.11375366626554,0.473092023900186,0.727669321560046,6.14008922634278,"Filgrastim",0.168927735689879,0.544078323239302,0.388589543814672
1.15981279777068,0.862208109724378,0.938184306672831,1.43379687371145,"Triamcinolone Acetonide",0.170614635557665,0.108199677556644,0.391178950604251
0.505562751820462,1.97799382252576,0.190175654214197,1.34398746824028,"Pilocarpine Hydrochloride",0.171526078995528,0.49884795621154,0.391979269048797
1.8781762063027,0.532431406938414,0.752648960587075,4.68684080712751,"Carbamazepine",0.176718025863058,0.466568548121775,0.402524392243633
1.65250964774679,0.605140188660023,0.791306847008956,3.45098509663889,"Dapagliflozin Propanediol",0.181239968297059,0.375703125338922,0.411257408510714
3.51036282186016,0.284870838356844,0.554830067871877,22.2097680977585,"Disulfiram",0.182171077419269,0.941248314189891,0.411257408510714
0.65641417273879,1.52342841079687,0.353586842380264,1.2185961538381,"Ofloxacin",0.182322150975338,0.315650101672166,0.411257408510714
2.4693001147665,0.404973050468822,0.650713590480686,9.37039451148027,"Demeclocycline Hydrochloride",0.184021695481951,0.680431096398389,0.41375200564813
2.01255221623335,0.496881517872654,0.712208525469401,5.68705130340339,"Imipramine Hydrochloride",0.186961821264557,0.530003725436303,0.419010898461082
3.45530893141531,0.289409722791529,0.536626004898277,22.2485673495857,"Acebutolol Hydrochloride",0.19193027661635,0.950204066745424,0.427397453040243
1.1807227085805,0.846938906766882,0.920232229070503,1.51495032505633,"Prochlorperazine Maleate",0.191451438517354,0.127173731635863,0.427397453040243
1.20636120010736,0.828939126947226,0.908131319686295,1.60252962713276,"Diazepam",0.195370534690435,0.144887785649368,0.429833530041968
0.212633383922537,4.70293037505486,0.0205465324376832,2.20051515239751,"Eltrombopag Olamine",0.194122447361948,1.19230624136542,0.429833530041968
1.38437372985437,0.722348292541779,0.84545690336374,2.26681054502713,"Fenofibrate, Micronized",0.196107693763767,0.251599490792774,0.429833530041968
1.53225076053335,0.652634689932814,0.803302632983894,2.92267483854008,"Insulin Lispro Protamine",0.195251079950992,0.329476206158063,0.429833530041968
1.17656515621032,0.849931680129785,0.919598833075191,1.50533636735816,"Prochlorperazine",0.195910687012102,0.125725302113658,0.429833530041968
1.57721296416522,0.63402978717543,0.789011864659224,3.15280523114215,"DM Hydrobrom",0.197261784928775,0.353390811690344,0.430149943963415
0.363032900387749,2.75457127696118,0.0777496763837706,1.6950924157345,"Fexofenadine Hydrochloride",0.197486344430836,0.786238465709528,0.430149943963415
2.95055361508213,0.338919447146587,0.557372877632523,15.6192864504863,"Ascorbic Acid",0.203189484542021,0.850277686657569,0.441193366747006
1.84639741991307,0.541595210876692,0.716042696658566,4.7611454570666,"Levomefolate Ca",0.204494301536042,0.483300657071465,0.442647603014352
1.85115934313981,0.540202011083427,0.709181727828504,4.83203497668581,"Desvenlafaxine Succinate",0.208401390451282,0.489527150471177,0.449708263605397
1.32348414637987,0.755581396826933,0.854017865394393,2.05102300162062,"Labetalol Hydrochloride",0.209863763323375,0.223509683473053,0.451466182211088
0.413513060898259,2.41830330057226,0.103725515749948,1.64851483549778,"Naltrexone Hydrochloride",0.210744917963678,0.70559508878523,0.451966793294411
0.745855372208394,1.34074250486272,0.470803540072734,1.18159739445922,"Vit B12",0.211621986064497,0.234744525600682,0.452455595972252
1.82218300285168,0.548792299365661,0.709015421705993,4.68304467608382,"Posaconazole",0.212791016587572,0.481597235061809,0.453563726487882
1.17675327399405,0.849795808602998,0.907515230310468,1.52586779990677,"Fluconazole",0.219500887763941,0.132555555026219,0.465021637603242
1.86114823740098,0.537302714477199,0.691166984091766,5.01162937655725,"Suvorexant",0.21903027399846,0.505400847009273,0.465021637603242
1.68276335097626,0.594260624596944,0.732338190112532,3.86664594803357,"PEG Electrolyte Lavage Solution",0.220168162716253,0.424472165726175,0.465021846706752
1.227996042514,0.814334871920894,0.883357644168139,1.7070937127058,"Cefdinir",0.221699591805021,0.168068769099093,0.465435588819577
0.782125724167832,1.27856682001347,0.527449099668113,1.15977190745035,"Ketoconazole",0.221498280912231,0.201005292010053,0.465435588819577
1.35059843352552,0.740412527644992,0.832380004017039,2.19144635844022,"Dexlansoprazole",0.223590222965815,0.246950448567051,0.467995151372891
3.4434195712717,0.290408990046684,0.456413301016915,25.9789500380436,"Pentosan Polysulfate Sodium",0.23043908131674,1.03105035249427,0.480886346340621
0.372770551529972,2.6826153404438,0.0739218335860118,1.87979487719653,"Ertapenem Sodium",0.231937079856272,0.825502339708841,0.481131382916136
1.28860175968636,0.776034948332984,0.850698947256187,1.95191789107356,"Insulin Human Regular",0.231396553750993,0.211868535891989,0.481131382916136
2.78448203867023,0.359133219791773,0.516612684850762,15.0080330023582,"Nisoldipine",0.2334540073223,0.859466669272998,0.481412553561075
1.44028402333451,0.694307500325402,0.790974247469824,2.62261138653796,"Testosterone Cypionate",0.232821685755034,0.305786333813166,0.481412553561075
1.4182703994628,0.705084164753613,0.795112895500818,2.52981801373676,"Repaglinide",0.236622221173362,0.295265256260584,0.486506454742872
1.22538549366758,0.816069722685389,0.872863724385665,1.72027954208747,"Nebivolol Hydrochloride",0.240258254132193,0.17308038390713,0.492529420970997
1.23461862065199,0.809966724357285,0.867108628820433,1.75789178863803,"Chlorthalidone",0.242384998927696,0.180285522223898,0.495432094582416
2.70620591789911,0.369521030674681,0.507847917702276,14.4207551410412,"Tocilizumab",0.243522981071027,0.853648785213574,0.496302683644753
3.72727964782279,0.268292184779892,0.406891889460812,34.1432550830236,"Abacavir",0.244322480380833,1.13006485057541,0.496480375584375
1.82610897147193,0.547612445709608,0.658430238357859,5.06458206416374,"Vortioxetine Hydrobromide",0.247261004024391,0.520460666510101,0.50099104594477
3.58955944955637,0.278585718958795,0.410459864648825,31.3914663810634,"Methylprednisolone Sodium Succinate",0.248040080816732,1.10640125166071,0.501112858925398
1.48557934411959,0.67313806156388,0.757106280970777,2.91497514040565,"Azathioprine",0.249778492785794,0.343912679021916,0.502570922112759
1.65615380814726,0.603808652964847,0.700194752307213,3.91726077238186,"Ceftriaxone Sodium",0.250733355416002,0.439240058903629,0.502570922112759
1.97630252175431,0.505995407581794,0.61535983691824,6.3471345108462,"Cimetidine",0.252484953226316,0.595304697670347,0.502570922112759
2.17327350013093,0.460135367195962,0.576496625630903,8.19279332503031,"Diclofenac Potassium",0.251599874943935,0.677063639553164,0.502570922112759
1.13651938747113,0.879879402871514,0.912570190200865,1.41542681534825,"Levetiracetam",0.253088082728233,0.111971801798009,0.502570922112759
1.41134695869602,0.708542994221581,0.782064665241004,2.54697638999797,"Varenicline",0.252679618883516,0.301210834808563,0.502570922112759
0.334817064711085,2.98670559358407,0.0506545590489002,2.21307753786835,"Desipramine Hydrochloride",0.256147829767932,0.963566210704813,0.507201810648433
1.22366451462279,0.817217454661799,0.861878551566351,1.7373153579768,"Sacubitril",0.259000705733842,0.178825207822117,0.511397994041041
0.295942593915926,3.3790337063954,0.0352812490400571,2.48239564291641,"Dexamethasone Sodium Phosphate",0.261833059507642,1.08512905271553,0.51553006349386
1.82593855189237,0.547663555799082,0.635376164557273,5.24736649132871,"Acetylcysteine",0.263613114811968,0.538597754105321,0.51611893546051
0.675226284933488,1.48098500060391,0.339285288102467,1.34379695157128,"Carvedilol Phosphate",0.263394855844286,0.351132248228322,0.51611893546051
1.75559193836711,0.569608448379018,0.651616319691192,4.72993533298892,"Zonisamide",0.265717398995249,0.505675334693537,0.518589987673402
1.29782150901452,0.770521980915027,0.819355351326101,2.05569008188533,"Neomycin Sulf",0.266604664032387,0.234659669751692,0.518589987673402
2.21790645198589,0.450875644058211,0.543202086998076,9.05576239028343,"Scop Hydr",0.267107325071379,0.717787460940585,0.518589987673402
1.27142034211408,0.786521944691581,0.831251067591624,1.94467080929589,"Polymyxin B Sulfate",0.268063346564462,0.21681931974845,0.519000423765084
1.16501298775996,0.858359529469935,0.88727785228323,1.52968459446695,"Benazepril Hydrochloride",0.271672385158319,0.138946089645828,0.523081912860079
1.18385881374229,0.844695320414863,0.876253207055255,1.5994482868545,"Prednisolone",0.271572714605653,0.153512751885911,0.523081912860079
0.683099054613479,1.46391653340208,0.343620218735753,1.35796525632465,"Ferrous Fum",0.276977853930075,0.350569118103718,0.531828000521384
2.64012435289538,0.378770037442864,0.451752649145733,15.4293651889636,"Ethambutol Hydrochloride",0.281126612223997,0.900754564209147,0.538311122857488
1.16934851484594,0.855177038585243,0.878964518093955,1.5556668341261,"Cyanocobalamin",0.282746289624186,0.145644266623737,0.53992921607687
1.23655535483933,0.808698127492994,0.836778237866472,1.82732900592692,"Sevelamer Carbonate",0.286588215881004,0.199251501456165,0.545770454833497
1.85380132675748,0.539432130922639,0.587713321554145,5.84737359704577,"Vilazodone Hydrochloride",0.292290500149781,0.586109902818552,0.555113020720429
1.66907829994023,0.599133066456985,0.638506639595477,4.36302803851233,"Colestipol Hydrochloride, Micronized",0.296071659366178,0.490261438611342,0.556572555354069
1.3298065825188,0.75198905851849,0.779312426315288,2.26916123392453,"Doxepin Hydrochloride",0.295822625921052,0.272646212875303,0.556572555354069
0.606484612754786,1.64884644881225,0.237295957625787,1.55006258508784,"Nepafenac",0.296253110525624,0.478769628663896,0.556572555354069
1.91905741421639,0.5210891516804,0.565877381951962,6.50809075696813,"Probenecid",0.295491595909195,0.623078795804795,0.556572555354069
1.16560966214892,0.85792013610834,0.87205199436725,1.55798724533706,"Baclofen",0.300592499866084,0.148038687372221,0.561588939948368
1.87348904547998,0.533763462568742,0.568532834296866,6.1737176672908,"Cabozantinib Malate",0.302146129814402,0.60842888593499,0.561588939948368
1.64649702605996,0.607350018962975,0.639477625409725,4.2393233931951,"K Phos",0.301419596313491,0.482536245706591,0.561588939948368
2.55246339108546,0.39177839082532,0.431559779379343,15.0965629192814,"Phenobarbital",0.301461976621436,0.906857565809196,0.561588939948368
0.499310713066842,2.00276095391154,0.132860390528968,1.87648995453585,"Docusate Sodium",0.30386186130307,0.675486744785509,0.563275843958085
1.51622220183121,0.659533938226375,0.682199230174306,3.36988032768445,"Chlorpromazine Hydrochloride",0.307045266612764,0.407484724899091,0.566165478383854
0.476743478883626,2.0975640869628,0.115193412580873,1.97306720554436,"Zoster Vaccine Recombinant, Adjuvanted",0.306687066815311,0.724689847950837,0.566165478383854
1.99218729676872,0.501960835520824,0.528570828255606,7.50856841363071,"Cefepime Hydrochloride",0.30861422156689,0.676957155758376,0.567515180731025
1.7032461294198,0.587114206647659,0.609995679915012,4.75584905418954,"Sirolimus",0.309405693942309,0.523907240259296,0.567515180731025
2.65127599012864,0.37717687774613,0.397141683974131,17.6996388429739,"Asenapine",0.314124001976615,0.968641883307362,0.572884980319418
1.59338137915473,0.627596138051074,0.641449263500584,3.95801252554514,"Glycopyrrolate",0.315620993461487,0.464234857020496,0.572884980319418
1.42856014592848,0.700005528538708,0.713434992354291,2.86050461836858,"Hydroxyurea",0.314029433503282,0.354257021392426,0.572884980319418
1.63192324148557,0.612773918882166,0.627978499570871,4.24086727160349,"Paricalcitol",0.31483290965138,0.487258224649778,0.572884980319418
3.6187867173416,0.276335710863505,0.288354530975039,45.4149871039883,"Ivabradine",0.319019486004746,1.29068869338696,0.573083973570382
0.538273121003035,1.85779293258517,0.159247322502264,1.81942118863712,"Magnesium Sulfate",0.318873479579338,0.621392851945965,0.573083973570382
0.538273121003035,1.85779293258517,0.159247322502264,1.81942118863712,"Potassium Sulfate",0.318873479579338,0.621392851945965,0.573083973570382
0.538273121003035,1.85779293258517,0.159247322502264,1.81942118863712,"Sodium Sulfate",0.318873479579338,0.621392851945965,0.573083973570382
1.43204164833822,0.698303712856695,0.702652793473443,2.91857273125998,"Dipyridamole",0.32289429269453,0.363268692478141,0.578553527013078
1.88691808352492,0.529964712687429,0.532725545584197,6.68347873205311,"Multivitamin",0.325111476853858,0.645263778189517,0.581032562479844
1.25904491422157,0.794252840946722,0.794405716580902,1.99544648652557,"Hyoscyamine Sulf",0.326892880409101,0.234960643541064,0.58272209116405
1.50287669460404,0.665390583000201,0.66434347426267,3.3998051409939,"Fondaparinux Sodium",0.328029137667615,0.416506148612621,0.583255890189612
1.19607144712836,0.836070455825107,0.832220604663195,1.71899962416178,"Hydrocortisone Acetate",0.333288247194113,0.185054479816009,0.58975847104016
1.77440453236138,0.563569344961713,0.555179063027849,5.67116387151416,"Tetracycline Hydrochloride",0.333378533127436,0.592832053174259,0.58975847104016
1.70998158117463,0.584801620677735,0.572284704791359,5.10940967577059,"Etodolac",0.336747544187038,0.558480300469875,0.594210223540166
1.2051356555054,0.829782104140487,0.822168707103576,1.76648896463956,"Propafenone Hydrochloride",0.338890278514863,0.195106545837023,0.596481121527423
1.38952911439225,0.719668260018701,0.707183561742238,2.7302545819744,"Cinacalcet Hydrochloride",0.339784522161209,0.344613442146523,0.596548644701165
1.95381239858717,0.511819865982587,0.482217565168961,7.91630824881998,"Armodafinil",0.34811437896837,0.713861294335294,0.598140992957369
1.14907607513778,0.870264399056512,0.860556521709619,1.53432783686415,"Clotrimazole",0.346212692466441,0.147520153217786,0.598140992957369
0.286694131914069,3.48803790759042,0.0212217743800482,3.87307506912507,"Famciclovir",0.346926959479885,1.32828367130768,0.598140992957369
0.501118144740778,1.99553740070076,0.118233070941497,2.12393531681754,"Itraconazole",0.348414982985211,0.736842130102311,0.598140992957369
2.95700811535549,0.338179660315129,0.313843240120901,27.8607147661038,"Levomilnacipran Hydrochloride",0.343459051748693,1.14442900789614,0.598140992957369
1.21886319132997,0.820436622512853,0.808525216047401,1.83745348901028,"Methotrexate Sodium",0.344625616812452,0.209423249082227,0.598140992957369
0.670896671417013,1.49054249723416,0.293798352596658,1.53201112171092,"Misoprostol",0.343427722130249,0.421294209078865,0.598140992957369
